Match ID,Player Name,Card Time,Card Type,Card Reason,Period
3749276,Thierry Henry,89:55,Yellow Card,Foul Committed,2
3749276,Laureano Bisan-Etame Mayer,58:48,Yellow Card,Foul Committed,2
3749278,Kevin Nolan,56:56,Yellow Card,Bad Behaviour,2
3749278,Iván Campo Ramos,51:26,Yellow Card,Foul Committed,2
3749278,Patrick Vieira,53:07,Yellow Card,Foul Committed,2
3749278,Thierry Henry,62:50,Yellow Card,Foul Committed,2
3749296,Sulzeer Jeremiah ''Sol' Campbell,09:31,Yellow Card,Foul Committed,1
3749296,Kolo Habib Touré,76:11,Yellow Card,Foul Committed,2
3749296,Sébastien Schemmel,63:38,Yellow Card,Foul Committed,2
3749296,Arjan de Zeeuw,45:33,Yellow Card,Foul Committed,1
3749310,Neill McCann,86:18,Yellow Card,Foul Committed,2
3749346,David Batty,29:47,Yellow Card,Bad Behaviour,1
3749346,René Salomon Olembé-Olembé,50:12,Yellow Card,Foul Committed,2
3749358,Colin Cooper,24:09,Yellow Card,Foul Committed,1
3749360,Markus Babbel,41:36,Yellow Card,Foul Committed,1
3749360,Barry Ferguson,12:47,Yellow Card,Bad Behaviour,1
3749360,Vratislav Greško,05:23,Yellow Card,Foul Committed,1
3749360,Andy Todd,76:33,Yellow Card,Foul Committed,2
3749360,Gilberto Aparecido da Silva,65:46,Yellow Card,Foul Committed,2
3749403,Kevin Nolan,29:07,Yellow Card,Foul Committed,1
3749403,Henrik Pedersen,84:31,Yellow Card,Foul Committed,2
3749403,Ashley Cole,61:16,Yellow Card,Foul Committed,2
3749431,Patrick Vieira,86:30,Yellow Card,Foul Committed,2
3749434,Eduardo César Daude Gaspar,77:33,Yellow Card,Foul Committed,2
3749434,Kolo Habib Touré,13:15,Yellow Card,Foul Committed,1
3749434,Aliou Cissé,06:25,Yellow Card,Foul Committed,1
3749448,Ashley Cole,28:07,Yellow Card,Foul Committed,1
3749448,Patrick Vieira,63:32,Yellow Card,Foul Committed,2
3749448,Laureano Bisan-Etame Mayer,72:24,Yellow Card,Bad Behaviour,2
3749448,El-Hadji Ousseynou Diouf,82:10,Yellow Card,Foul Committed,2
3749454,Ashley Cole,32:58,Yellow Card,Foul Committed,1
3749454,Fredrik Ljungberg,73:34,Yellow Card,Bad Behaviour,2
3749454,Laureano Bisan-Etame Mayer,58:29,Yellow Card,Foul Committed,2
3749454,Michael Tarnat,74:01,Yellow Card,Bad Behaviour,2
3749454,Joey Barton,48:49,Yellow Card,Foul Committed,2
3749454,Danny Tiatto,74:50,Yellow Card,Foul Committed,2
3749454,David Sommeil,54:56,Yellow Card,Foul Committed,2
3749462,Robbie Savage,48:08,Yellow Card,Foul Committed,2
3749462,Damien Johnson,15:04,Yellow Card,Foul Committed,1
3749465,Eduardo César Daude Gaspar,71:32,Yellow Card,Foul Committed,2
3749465,Martin Andresen,52:03,Yellow Card,Foul Committed,2
3749493,Wayne Mark Rooney,76:54,Yellow Card,Foul Committed,2
3749493,Thomas Gravesen,73:40,Yellow Card,Foul Committed,2
3749493,Tie Li,78:54,Yellow Card,Foul Committed,2
3749493,Tie Li,86:46,Second Yellow,Foul Committed,2
3749493,Patrick Vieira,40:16,Yellow Card,Foul Committed,1
3749493,Sulzeer Jeremiah ''Sol' Campbell,24:23,Red Card,Foul Committed,1
3749522,Paul Ince,65:18,Yellow Card,Foul Committed,2
3749522,Lee Naylor,78:18,Yellow Card,Foul Committed,2
3749522,Oleg Luzhny,79:31,Yellow Card,Foul Committed,2
3749522,Alex Rae,26:53,Yellow Card,Foul Committed,1
3749522,Paul Butler,11:14,Yellow Card,Foul Committed,1
3749522,Patrick Vieira,75:00,Yellow Card,Bad Behaviour,2
3749522,Jérémie Aliadière,72:32,Yellow Card,Foul Committed,2
3749526,Laureano Bisan-Etame Mayer,25:34,Yellow Card,Foul Committed,1
3749526,Scott Parker,33:40,Yellow Card,Foul Committed,1
3749528,Laurent Robert,65:12,Yellow Card,Foul Committed,2
3749552,Cristiano Ronaldo dos Santos Aveiro,83:33,Yellow Card,Foul Committed,2
3749552,Ruud van Nistelrooy,79:41,Yellow Card,Foul Committed,2
3749552,Roy Keane,21:33,Yellow Card,Foul Committed,1
3749552,Quinton Fortune Kolobea,89:43,Yellow Card,Foul Committed,2
3749552,Patrick Vieira,77:43,Yellow Card,Foul Committed,2
3749552,Patrick Vieira,79:51,Second Yellow,Bad Behaviour,2
3749552,Martin Keown,60:20,Yellow Card,Foul Committed,2
3749552,Kolo Habib Touré,53:07,Yellow Card,Foul Committed,2
3749590,Ashley Cole,71:32,Red Card,Foul Committed,2
3749590,Jens Lehmann,49:51,Yellow Card,Bad Behaviour,2
3749590,Leslie Ferdinand,49:51,Yellow Card,Bad Behaviour,2
3749603,Patrick Vieira,51:50,Yellow Card,Foul Committed,2
3749603,Thierry Henry,68:21,Yellow Card,Foul Committed,2
3749603,Ray Parlour,84:26,Yellow Card,Bad Behaviour,2
3749603,Sean Davis,88:39,Yellow Card,Bad Behaviour,2
3749631,Chris Baird,70:13,Yellow Card,Foul Committed,2
3749631,Antti Mikko Niemi,93:36,Yellow Card,Bad Behaviour,2
3749631,Michael Lennart Svensson,92:53,Yellow Card,Bad Behaviour,2
3749631,Patrick Vieira,37:02,Yellow Card,Foul Committed,1
3749631,Ray Parlour,62:12,Yellow Card,Foul Committed,2
3764661,Mikel Vesga Arruti,26:37,Yellow Card,Foul Committed,1
3764661,Daniel García Carrillo,69:42,Yellow Card,Foul Committed,2
3764661,Clément Lenglet,56:33,Yellow Card,Bad Behaviour,2
3773369,Pablo Ínsua Blanco,59:51,Yellow Card,Foul Committed,2
3773369,Daniel Escriche Romero,47:46,Yellow Card,Foul Committed,2
3773372,Jorge Resurrección Merodio,64:49,Yellow Card,Foul Committed,2
3773372,Saúl Ñíguez Esclapez,34:39,Yellow Card,Foul Committed,1
3773372,Felipe Augusto de Almeida Monteiro,45:20,Yellow Card,Foul Committed,2
3773372,Jordi Alba Ramos,82:07,Yellow Card,Bad Behaviour,2
3773372,Gerard Piqué Bernabéu,81:55,Yellow Card,Foul Committed,2
3773372,Moriba Kourouma Kourouma,57:47,Yellow Card,Foul Committed,2
3773377,José Luis Gayà Peña,45:12,Yellow Card,Foul Committed,1
3773377,Alejandro Blanco Sánchez,50:56,Yellow Card,Foul Committed,1
3773377,Jordi Alba Ramos,90:47,Yellow Card,Bad Behaviour,2
3773377,Antoine Griezmann,12:22,Yellow Card,Foul Committed,1
3773377,Clément Lenglet,90:41,Yellow Card,Foul Committed,2
3773377,Óscar Mingueza García,55:12,Yellow Card,Foul Committed,2
3773386,Rubén Duarte Sánchez,86:13,Yellow Card,Foul Committed,2
3773386,José Ignacio Peleteiro Ramallo,14:29,Yellow Card,Foul Committed,1
3773386,José Ignacio Peleteiro Ramallo,61:33,Second Yellow,Foul Committed,2
3773386,Deyverson Brum Silva Acosta,21:04,Yellow Card,Foul Committed,1
3773386,Sergio Busquets i Burgos,43:12,Yellow Card,Foul Committed,1
3773386,Lionel Andrés Messi Cuccittini,39:05,Yellow Card,Bad Behaviour,1
3773386,Clément Lenglet,43:20,Yellow Card,Foul Committed,1
3773387,Clément Lenglet,90:24,Yellow Card,Foul Committed,2
3773387,Frenkie de Jong,76:52,Yellow Card,Foul Committed,2
3773387,José Luis Morales Nogales,77:56,Yellow Card,Foul Committed,2
3773387,Jorge De Frutos Sebastián,66:28,Yellow Card,Bad Behaviour,2
3773403,Raúl García Escudero,31:44,Yellow Card,Foul Committed,1
3773403,Ander Capa Rodríguez,76:27,Yellow Card,Foul Committed,2
3773403,Yeray Álvarez López,38:47,Yellow Card,Bad Behaviour,1
3773403,Jordi Alba Ramos,49:57,Yellow Card,Bad Behaviour,2
3773403,Frenkie de Jong,46:06,Yellow Card,Foul Committed,2
3773415,Iván Alejo Peralta,81:49,Yellow Card,Bad Behaviour,2
3773415,José María Martín-Bejarano Serrano,84:30,Yellow Card,Foul Committed,2
3773428,Jordi Alba Ramos,85:31,Yellow Card,Foul Committed,2
3773428,Clément Lenglet,59:58,Yellow Card,Foul Committed,2
3773457,Clément Lenglet,72:26,Yellow Card,Foul Committed,2
3773457,Clément Lenglet,82:05,Second Yellow,Foul Committed,2
3773457,Ricard Puig Martí,55:18,Yellow Card,Foul Committed,2
3773457,Brais Méndez Portela,87:31,Yellow Card,Foul Committed,2
3773457,Carlos Domínguez Cáceres,50:16,Yellow Card,Foul Committed,2
3773466,Sergio Busquets i Burgos,86:19,Yellow Card,Foul Committed,2
3773466,Jordi Alba Ramos,82:44,Yellow Card,Bad Behaviour,2
3773466,Gerard Piqué Bernabéu,41:55,Yellow Card,Bad Behaviour,1
3773466,Clément Lenglet,22:39,Yellow Card,Foul Committed,1
3773466,Clément Lenglet,41:32,Second Yellow,Foul Committed,1
3773466,Renato Fabrizio Tapia Cortijo,68:31,Yellow Card,Foul Committed,2
3773466,Jeison Fabián Murillo Cerón,74:50,Yellow Card,Foul Committed,2
3773466,Néstor Alejandro Araújo Razo,47:03,Yellow Card,Foul Committed,2
3773466,Francisco José Beltrán Peinado,92:27,Yellow Card,Foul Committed,2
3773466,Joseph Aidoo,38:09,Yellow Card,Foul Committed,1
3773474,Bruno González Cabrera,39:01,Yellow Card,Foul Committed,1
3773474,Óscar Plano Pedreño,78:28,Red Card,Foul Committed,2
3773474,Jordi Masip López,79:02,Yellow Card,Bad Behaviour,2
3773474,Sergio Guardiola Navarro,72:24,Yellow Card,Foul Committed,2
3773474,Martin Braithwaite Christensen,83:30,Yellow Card,Foul Committed,2
3773474,Antoine Griezmann,27:40,Yellow Card,Foul Committed,1
3773474,Óscar Mingueza García,42:17,Yellow Card,Foul Committed,1
3773477,Pedro González López,40:08,Yellow Card,Foul Committed,1
3773477,Anssumane Fati,36:00,Yellow Card,Foul Committed,1
3773477,Aïssa Mandi,30:45,Yellow Card,Foul Committed,1
3773477,Aïssa Mandi,57:05,Red Card,Foul Committed,2
3773477,Alejandro Moreno Lopera,43:49,Yellow Card,Foul Committed,1
3773497,José Ignacio Fernández Iglesias,67:55,Yellow Card,Foul Committed,2
3773497,Carlos Henrique Casimiro,88:24,Yellow Card,Foul Committed,2
3773497,Carlos Henrique Casimiro,89:23,Second Yellow,Foul Committed,2
3773497,Jordi Alba Ramos,83:40,Yellow Card,Bad Behaviour,2
3773497,Gerard Piqué Bernabéu,94:05,Yellow Card,Bad Behaviour,2
3773497,Pedro González López,22:03,Yellow Card,Foul Committed,1
3773497,Ronald Federico Araújo da Silva,25:44,Yellow Card,Foul Committed,1
3773523,Adnan Januzaj,19:38,Yellow Card,Foul Committed,1
3773523,Robin Aime Robert Le Normand,79:43,Yellow Card,Foul Committed,2
3773523,Ander Barrenetxea Muguruza,57:05,Yellow Card,Foul Committed,2
3773523,Sergio Busquets i Burgos,39:56,Yellow Card,Foul Committed,1
3773523,Carles Aleña Castillo,92:33,Yellow Card,Foul Committed,2
3773523,Francisco António Machado Mota de Castro Trincão,87:06,Yellow Card,Foul Committed,2
3773526,Martín Aguirregabiria Padilla,16:19,Yellow Card,Foul Committed,1
3773526,Alberto Rodríguez Baró,51:46,Yellow Card,Foul Committed,2
3773547,Lionel Andrés Messi Cuccittini,73:16,Yellow Card,Bad Behaviour,2
3773552,Javier Ontiveros Parra,82:57,Yellow Card,Foul Committed,2
3773565,Jesús Vallejo Lázaro,77:30,Red Card,Foul Committed,2
3773565,Luis Javier Suárez Charris,72:52,Yellow Card,Bad Behaviour,2
3773565,Roberto Soldado Rillo,43:58,Yellow Card,Foul Committed,1
3773565,Sergio Busquets i Burgos,80:54,Yellow Card,Foul Committed,2
3773565,Jordi Alba Ramos,86:01,Yellow Card,Foul Committed,2
3773565,Óscar Mingueza García,48:26,Yellow Card,Foul Committed,2
3773571,Jordi Alba Ramos,61:49,Yellow Card,Foul Committed,2
3773571,Frenkie de Jong,67:28,Yellow Card,Foul Committed,2
3773571,Joaquín Fernández Moreno,76:24,Yellow Card,Foul Committed,2
3773585,Jordi Alba Ramos,61:16,Yellow Card,Bad Behaviour,2
3773585,Lionel Andrés Messi Cuccittini,91:54,Yellow Card,Bad Behaviour,2
3773585,Clément Lenglet,27:30,Yellow Card,Foul Committed,1
3773585,José Ignacio Fernández Iglesias,36:15,Yellow Card,Foul Committed,1
3773585,Carlos Henrique Casimiro,18:37,Yellow Card,Foul Committed,1
3773586,Adrián Marín Gómez,93:17,Yellow Card,Foul Committed,2
3773586,Germán Sánchez Barahona,88:59,Yellow Card,Bad Behaviour,2
3773586,Roberto Soldado Rillo,19:28,Yellow Card,Foul Committed,1
3773586,Nehuén Pérez,42:31,Yellow Card,Foul Committed,1
3773587,Gerard Piqué Bernabéu,22:47,Yellow Card,Foul Committed,1
3773587,Sergi Roberto Carnicer,40:41,Yellow Card,Bad Behaviour,1
3773587,Sergino Dest,96:19,Yellow Card,Foul Committed,2
3773587,Allan Romeo Nyom,72:01,Yellow Card,Foul Committed,2
3773587,Erick Cathriel Cabaco Almada,27:42,Yellow Card,Foul Committed,1
3773587,Mathías Olivera Miramontes,92:25,Yellow Card,Bad Behaviour,2
3773587,Jaime Mata Arnaiz,26:25,Yellow Card,Foul Committed,1
3773593,Gerard Moreno Balaguero,82:32,Yellow Card,Foul Committed,2
3773597,Igor Zubeldia Elorza,78:09,Yellow Card,Foul Committed,2
3773597,Carlos Fernández Luna,92:20,Yellow Card,Foul Committed,2
3773597,Martín Zubimendi Ibáñez,08:42,Yellow Card,Foul Committed,1
3773597,Martin Braithwaite Christensen,87:22,Yellow Card,Foul Committed,2
3773597,Sergio Busquets i Burgos,26:13,Yellow Card,Foul Committed,1
3773625,Diego Carlos Santos Silva,37:49,Yellow Card,Foul Committed,1
3773625,Joan Jordán Moreno,87:19,Yellow Card,Foul Committed,2
3773625,Sergio Escudero Palomo,44:23,Yellow Card,Foul Committed,1
3773625,Karim Rekik,45:55,Yellow Card,Foul Committed,2
3773625,Fernando Francisco Reges,30:14,Yellow Card,Foul Committed,1
3773625,Ousmane Dembélé,81:10,Yellow Card,Bad Behaviour,2
3773625,Lionel Andrés Messi Cuccittini,40:58,Yellow Card,Foul Committed,1
3773631,Víctor Ruíz Torre,76:26,Yellow Card,Foul Committed,2
3773631,Sergio Busquets i Burgos,73:04,Yellow Card,Foul Committed,2
3773631,Ousmane Dembélé,63:53,Yellow Card,Foul Committed,2
3773631,Frenkie de Jong,46:40,Yellow Card,Foul Committed,2
3773656,Jorge Resurrección Merodio,08:13,Yellow Card,Foul Committed,1
3773656,José María Giménez de Vargas,78:11,Yellow Card,Foul Committed,2
3773656,Yannick Ferreira Carrasco,24:59,Yellow Card,Foul Committed,1
3773656,Stefan Savić,78:24,Yellow Card,Bad Behaviour,2
3773660,Martin Braithwaite Christensen,86:47,Yellow Card,Foul Committed,2
3773660,Frenkie de Jong,48:19,Yellow Card,Foul Committed,2
3773660,Nikola Vukčević,41:02,Yellow Card,Foul Committed,1
3773661,Clément Lenglet,05:22,Yellow Card,Foul Committed,1
3773661,Ronald Federico Araújo da Silva,66:20,Yellow Card,Foul Committed,2
3773665,Samuel Yves Umtiti,25:55,Yellow Card,Foul Committed,1
3773665,Héctor Junior Firpo Adames,87:07,Yellow Card,Foul Committed,2
3773672,Nemanja Gudelj,86:12,Yellow Card,Foul Committed,2
3773672,Miralem Pjanić,76:30,Yellow Card,Foul Committed,2
3773689,Manuel Trigueros Muñoz,64:31,Red Card,Foul Committed,2
3773689,Pau Francisco Torres,73:24,Yellow Card,Foul Committed,2
3773689,Raúl Albiol i Tortajada,65:44,Yellow Card,Bad Behaviour,2
3773689,Sergio Busquets i Burgos,81:44,Yellow Card,Foul Committed,2
3773689,Antoine Griezmann,49:21,Yellow Card,Foul Committed,2
3773689,Óscar Mingueza García,92:21,Yellow Card,Bad Behaviour,2
3773695,Antonio Latorre Grueso,55:12,Yellow Card,Foul Committed,2
3773695,Uroš Račić,34:11,Yellow Card,Foul Committed,1
3773695,Marc-André ter Stegen,64:06,Yellow Card,Bad Behaviour,2
