Player ID,Player Name,Position ID,Jersey Number,Team Name,Country Name
6900,Rafael Jesús Navarro Mazuelos,,12,Deportivo Alavés,Spain
10318,Ljubomir Fejsa,,15,Deportivo Alavés,Serbia
23263,Lisandro Magallán,,6,Deportivo Alavés,Argentina
24049,Luis Jesús Rioja González,,11,Deportivo Alavés,Spain
26387,Edgar Antonio Méndez Ortega,,16,Deportivo Alavés,Spain
30419,Alberto Rodríguez Baró,,27,Deportivo Alavés,Spain
30760,Borja Sainz Eguskiza,,29,Deportivo Alavés,Spain
37236,Aritz Castro Pérez,,31,Deportivo Alavés,Spain
41123,Paulino de la Fuente Gómez,,32,Deportivo Alavés,Spain
41125,Abdallahi Mohamed Mahmoud,,36,Deportivo Alavés,Mauritania
39159,Arnau Tenas Ureña,,36,Barcelona,Spain
3141,André-Frank Zambo Anguissa,,19,Villarreal,Cameroon
6892,Pau Francisco Torres,,4,Villarreal,Spain
7030,Raúl Albiol i Tortajada,,3,Villarreal,Spain
20063,Javier Ontiveros Parra,,24,Villarreal,Spain
24861,Andrei Florin Ratiu,,27,Villarreal,Romania
7361,Pablo Chavarría,,19,Mallorca,Argentina
8654,Ante Budimir,,22,Mallorca,Croatia
8689,Aleksandar Sedlar,,20,Mallorca,Serbia
10277,Fabricio Martín Agosto Ramírez,,13,Mallorca,Spain
23986,Aleix Febas Pérez,,23,Mallorca,Spain
24067,Abdón Prats Bastidas,,9,Mallorca,Spain
24072,Salvador Sevilla López,,8,Mallorca,Spain
24083,Manuel Reina Rodríguez,,1,Mallorca,Spain
24084,Martin Valjent,,24,Mallorca,Slovakia
24086,Antonio José Raillo Arenas,,21,Mallorca,Spain
24087,Iddrisu Baba Mohammed,,12,Mallorca,Ghana
24088,Daniel José Rodríguez Vázquez,,14,Mallorca,Spain
24089,Joan Sastre Vanrell,,2,Mallorca,Spain
24576,Francisco Gámez López,,15,Mallorca,Spain
25061,Francisco Javier Campos Coll,,5,Mallorca,Spain
27342,Josep Señé Escudero,,4,Mallorca,Spain
31090,Takefusa Kubo,,26,Mallorca,Japan
3163,Mariano Díaz Mejía,,24,Real Madrid,Dominican Republic
3379,Alphonse Areola,,1,Real Madrid,France
3804,Ferland Mendy,,23,Real Madrid,France
13620,Éder Gabriel Militão,,3,Real Madrid,Brazil
3058,Javier Hernández Balcázar,,14,Sevilla,Mexico
3366,Diego Carlos Santos Silva,,20,Sevilla,Brazil
4345,Lucas Ariel Ocampos,,5,Sevilla,Argentina
4445,Jules Koundé,,12,Sevilla,France
6718,Sergio Escudero Palomo,,18,Sevilla,Spain
12021,Óliver Torres Muñoz,,21,Sevilla,Spain
16003,Fernando Francisco Reges,,25,Sevilla,Brazil
16489,Nemanja Gudelj,,17,Sevilla,Serbia
20033,Luuk de Jong,,19,Sevilla,Netherlands
3498,Ignacio Monreal Eraso,,20,Real Sociedad,Spain
6330,Adnan Januzaj,,11,Real Sociedad,Belgium
8252,Martin Ødegaard,,21,Real Sociedad,Norway
8819,Alexander Isak,,19,Real Sociedad,Sweden
22128,Robin Aime Robert Le Normand,,24,Real Sociedad,France
24236,Ander Guevara Lajo,,16,Real Sociedad,Spain
32185,Alejandro Remiro Gargallo,,1,Real Sociedad,Spain
4558,Pape Cheikh Diop Gueye,,24,Celta Vigo,Senegal
6776,David Juncà Reñé,,17,Celta Vigo,Spain
16555,Joseph Aidoo,,18,Celta Vigo,Ghana
24273,Jorge Sáenz de Miera Colmeiro,,16,Celta Vigo,Spain
24730,Lucas René Olaza Catrofe,,15,Celta Vigo,Uruguay
30294,Gabriel Matías Fernández Leites,,19,Celta Vigo,Uruguay
41122,Ramón Rodríguez Jiménez,,42,Barcelona,Spain
41543,Jorge Cuenca Barreno,,43,Barcelona,Spain
6392,Íñigo Lekue Martínez,,15,Athletic Club,Spain
30225,Oihan Sancet Tirapu,,34,Athletic Club,Spain
30715,Gaizka Larrazabal Goikoetxea,,12,Athletic Club,Spain
32953,Asier Villalibre Molina,,25,Athletic Club,Spain
35473,Unai Vencedor Paris,,27,Athletic Club,Spain
41542,Daniel Vivian Moreno,,29,Athletic Club,Spain
6796,Nemanja Radoja,,5,Levante UD,Serbia
12020,Hernâni Jorge Santos Fortes,,8,Levante UD,Portugal
23948,Carlos Clerc Martínez,,19,Levante UD,Spain
38251,Daniel Cárdenas Lindez,,26,Levante UD,Spain
41641,Daniel Morer Cabrera,,35,Barcelona,Spain
5194,Fyodor Smolov,,9,Celta Vigo,Russia
6310,Filip Bradarić,,14,Celta Vigo,Croatia
25014,Juan Hernández García,,7,Celta Vigo,Spain
28194,Dragan Rosić,,40,Celta Vigo,Serbia
32815,Sergio Bermejo Lillo,,28,Celta Vigo,Spain
35000,José Manuel Fontán Mondragón,,31,Celta Vigo,Spain
40890,Iván Villar Martínez,,25,Celta Vigo,Spain
41116,Jacobo González Rodrigañez,,29,Celta Vigo,Spain
24078,Javier Muñoz Jiménez,,15,Deportivo Alavés,Spain
3308,Kieran Trippier,,23,Atlético Madrid,England
5575,Héctor Miguel Herrera López,,16,Atlético Madrid,Mexico
6840,Marcos Llorente Moreno,,14,Atlético Madrid,Spain
11167,Felipe Augusto de Almeida Monteiro,,18,Atlético Madrid,Brazil
12041,João Félix Sequeira,,7,Atlético Madrid,Portugal
26532,Renan Augusto Lodi dos Santos,,12,Atlético Madrid,Brazil
34532,Ivan Šaponjić,,17,Atlético Madrid,Serbia
3139,Chidozie Collins Awaziem,,12,Leganés,Nigeria
6602,Miguel Ángel Guerrero Martín,,9,Leganés,Spain
6756,Marc Navarro Ceciliano,,2,Leganés,Spain
6851,Aitor Ruibal García,,19,Leganés,Spain
16024,Roger Claver Assalé Djapone,,20,Leganés,Côte d'Ivoire
22418,Bryan Gil Salvatierra,,26,Leganés,Spain
30798,Javier Avilés Cortés,,33,Leganés,Spain
37006,Pablo Lombo Suárez,,35,Leganés,Spain
41291,Iván Amores Alonso,,36,Leganés,Spain
3122,Yannis Salibur,,16,Mallorca,France
24079,Júnior Wakalibille Lago,,11,Mallorca,Côte d'Ivoire
24269,Marc Pedraza Sarto,,6,Mallorca,Spain
24613,Alejandro Pozo Pozo,,7,Mallorca,Spain
25595,Miquel Parera Pizá,,25,Mallorca,Spain
30512,Aleksandar Trajkovski,,17,Mallorca,"Macedonia, Republic of"
5202,José Ignacio Fernández Iglesias,,6,Real Madrid,Spain
6319,Luka Jović,,18,Real Madrid,Serbia
25104,Rodrygo Silva de Goes,,27,Real Madrid,Brazil
12073,Pablo Hervías Ruiz,,11,Real Valladolid,Spain
17520,Federico Barba,,3,Real Valladolid,Italy
24777,Waldo Rubio Martín,,23,Real Valladolid,Spain
32673,Jorge De Frutos Sebastián,,12,Real Valladolid,Spain
6982,Maxime Gonalons,,4,Granada,France
8866,Carlos Fernández Luna,,24,Granada,Spain
11501,Darwin Daniel Machís Marcano,,23,Granada,Venezuela (Bolivarian Republic)
16249,Yangel Clemente Herrera Ravelo,,21,Granada,Venezuela (Bolivarian Republic)
16538,İsmail Köybaşı,,11,Granada,Turkey
23807,Domingos Sousa Coutinho Meneses Duarte,,22,Granada,Portugal
24052,Yan Brice Eteki,,8,Granada,Cameroon
24126,José Antonio Rodríguez Díaz,,10,Granada,Spain
24127,Ramon Olamilekan Azeez,,12,Granada,Nigeria
24133,Víctor David Díaz Miguel,,16,Granada,Spain
24134,Germán Sánchez Barahona,,6,Granada,Spain
24140,Rui Tiago Dantas da Silva,,1,Granada,Portugal
24142,José Antonio Martínez Gil,,5,Granada,Spain
24143,Álvaro Vadillo Cifuentes,,7,Granada,Spain
25702,Carlos Neva Tey,,15,Granada,Spain
25704,Aarón Escandell Banacloche,,13,Granada,Spain
26009,Roberto Soldado Rillo,,9,Granada,Spain
30420,Víctor Campuzano Bonilla,,31,Espanyol,Spain
30421,Matías Ezequiel Vargas Martín,,22,Espanyol,Argentina
31885,Pol Lozano Vizuete,,26,Espanyol,Spain
32670,Víctor Gómez Perea,,34,Espanyol,Spain
41456,Nicolás Melamed Ribaudo,,33,Espanyol,Spain
41603,Daniel Villahermosa Martínez,,38,Espanyol,Spain
6591,Ignacio Vidal Miralles,,2,Osasuna,Spain
6730,Rubén Iván Martínez Andrade,,13,Osasuna,Spain
6735,Adrián López Álvarez,,22,Osasuna,Spain
6810,José Manuel Arnáiz Díaz,,16,Osasuna,Spain
23213,Enric Gallego Puigsech,,11,Osasuna,Spain
23944,Oier Sanjurjo Mate,,6,Osasuna,Spain
23945,Iñigo Pérez Soto,,21,Osasuna,Spain
23947,Roberto Torres Morales,,10,Osasuna,Spain
23950,David García Zubiría,,5,Osasuna,Spain
24085,Pervis Josué Estupiñán Tenorio,,30,Osasuna,Ecuador
24211,Sergio Herrera Pirón,,1,Osasuna,Spain
24212,Aridane Hernández Umpiérrez,,23,Osasuna,Spain
24315,Enrique Barja Afonso,,19,Osasuna,Spain
25062,Juan Manuel Pérez Ruiz,,25,Osasuna,Spain
30277,Jon Moncayola Tollar,,27,Osasuna,Spain
40114,Javier Martínez Calvo,,33,Osasuna,Spain
40115,Aimar Oroz,,34,Osasuna,Spain
41471,José Javier Hualde Zaratiegui,,35,Osasuna,Spain
6388,Ander Iturraspe Derteano,,8,Espanyol,Spain
6848,Andrés Tomás Prieto Albert,,1,Espanyol,Spain
6930,Jonathan Calleri,,12,Espanyol,Argentina
10709,Modibo Sagnan,,15,Real Sociedad,France
24144,Ángel Montoro Sánchez,,19,Granada,Spain
24324,Gustavo Adrián Ramos Vásquez,,20,Granada,Colombia
3218,Marcos Paulo Mesquita Lopes,,7,Sevilla,Portugal
7022,Jesús Joaquín Fernández Sáez de la Torre,,14,Sevilla,Spain
33146,José Mena Rodríguez,,26,Sevilla,Spain
33307,Genaro Rodríguez Serrano,,36,Sevilla,Spain
41409,Pablo Pérez Rico,,40,Sevilla,Spain
41408,Javier Enrique Delgado Saverio,,38,Barcelona,Ecuador
20735,Miguel De la Fuente Escudero,,29,Real Valladolid,Spain
21225,Javier Sánchez de Felipe,,5,Real Valladolid,Spain
24141,Federico San Emeterio Díaz,,16,Real Valladolid,Spain
24920,José Antonio Caro Díaz,,13,Real Valladolid,Spain
29256,Matheus Fernandes Siqueira,,8,Real Valladolid,Brazil
34728,Diego Alende López,,30,Real Valladolid,Spain
40881,Enrique Pérez Muñoz,,28,Real Valladolid,Spain
41610,Víctor García Raja,,35,Real Valladolid,Spain
5633,Yannick Ferreira Carrasco,,21,Atlético Madrid,Belgium
33339,Manuel Sánchez De La Peña,,35,Atlético Madrid,Spain
41732,Ricard Sánchez Sendra,,42,Atlético Madrid,Spain
41733,Álvaro García Segovia,,26,Atlético Madrid,Spain
6910,Eduardo Expósito Jaén,,10,Eibar,Spain
23808,Enrique González Casín,,7,Eibar,Spain
23981,Álvaro Tejero Sacristán,,24,Eibar,Spain
2948,Nabil Fekir,,8,Real Betis,France
26404,Guido Rodríguez,,21,Real Betis,Argentina
30518,Daniel Martín Fernández,,13,Real Betis,Spain
33079,Edgar González Estrada,,32,Real Betis,Spain
3515,Alberto Moreno Pérez,,18,Villarreal,Spain
6402,Francisco Alcácer García,,17,Villarreal,Spain
15737,Sergio Lozano Lluch,,28,Villarreal,Spain
22819,Bruno Soriano Llido,,21,Villarreal,Spain
34515,Fernando Niño Rodriguez,,34,Villarreal,Spain
35287,Sofian Chakla,,22,Villarreal,Morocco
20734,Sergio Akieme Rodríguez,,39,Barcelona,Spain
23803,Esteban Rodrigo Burgos,,2,Eibar,Argentina
10525,Kenny Miller,,16,Wolverhampton Wanderers,Scotland
15595,Steffen Iversen,,19,Wolverhampton Wanderers,Norway
17727,Ioan Viorel Ganea,,20,Wolverhampton Wanderers,Romania
24765,Denis Irwin,,2,Wolverhampton Wanderers,Ireland
40304,Lee Naylor,,3,Wolverhampton Wanderers,England
40305,Mark Kennedy,,11,Wolverhampton Wanderers,Ireland
40311,Alex Rae,,4,Wolverhampton Wanderers,Scotland
40312,Paul Butler,,6,Wolverhampton Wanderers,England
40313,Colin Cameron,,10,Wolverhampton Wanderers,Scotland
40314,Jody Craddock,,12,Wolverhampton Wanderers,England
40319,Paul Jones,,21,Wolverhampton Wanderers,Wales
40320,Carl Cort,,27,Wolverhampton Wanderers,Guyana
12529,Ashley Cole,,3,Arsenal,England
15042,Dennis Bergkamp,,10,Arsenal,Netherlands
15515,Patrick Vieira,,4,Arsenal,France
15516,Thierry Henry,,14,Arsenal,France
15637,Sulzeer Jeremiah ''Sol' Campbell,,23,Arsenal,England
19312,Robert Pirès,,7,Arsenal,France
20015,Jens Lehmann,,1,Arsenal,Germany
23816,José Antonio Reyes Calderón,,9,Arsenal,Spain
26014,Eduardo César Daude Gaspar,,17,Arsenal,Brazil
38412,Kolo Habib Touré,,28,Arsenal,Côte d'Ivoire
40221,Gilberto Aparecido da Silva,,19,Arsenal,Brazil
40222,Laureano Bisan-Etame Mayer,,12,Arsenal,Cameroon
3337,Jermain Defoe,,18,Tottenham Hotspur,England
3872,Johnnie Jackson,,32,Tottenham Hotspur,England
11348,Robbie Keane,,10,Tottenham Hotspur,Ireland
15638,Jamie Redknapp,,15,Tottenham Hotspur,England
20488,Ledley King,,26,Tottenham Hotspur,England
25960,Frédéric Oumar Kanouté,,9,Tottenham Hotspur,Mali
40272,Stephen Kelly,,34,Tottenham Hotspur,Ireland
40273,Goran Bunjevčević,,5,Tottenham Hotspur,Serbia
40274,Kasey Keller,,13,Tottenham Hotspur,United States of America
40275,Mauricio Taricco,,3,Tottenham Hotspur,Argentina
40276,Gustavo Augusto Poyet Domínguez,,14,Tottenham Hotspur,Uruguay
40277,Simon Davies,,29,Tottenham Hotspur,Wales
40278,Michael Brown,,6,Tottenham Hotspur,England
40279,Anthony Gardner,,30,Tottenham Hotspur,England
40316,Rohan Ricketts,,27,Tottenham Hotspur,England
15654,Martin Keown,,5,Arsenal,England
20302,Gaël Clichy,,22,Arsenal,France
24972,Ray Parlour,,15,Arsenal,England
42458,Graham Stack,,33,Arsenal,Ireland
4724,Glen Johnson,,0,Chelsea,England
15524,Jesper Grønkjær,,0,Chelsea,Denmark
18105,Adrian Mutu,,0,Chelsea,Romania
20254,Claude Makélélé,,0,Chelsea,France
20281,Mario Melchiot,,0,Chelsea,Netherlands
20330,Frank Lampard,,0,Chelsea,England
20444,Damien Duff,,0,Chelsea,Ireland
34394,Hernán Jorge Crespo,,0,Chelsea,Argentina
40123,Robert Huth,,0,Chelsea,Germany
40258,Wayne Bridge,,0,Chelsea,England
40259,Joe Cole,,0,Chelsea,England
40260,Carlo Cudicini,,0,Chelsea,Italy
40261,"Gérémi Sorele N""Djitap Fotso",,0,Chelsea,Cameroon
40262,Jerrel Hasselbaink,,0,Chelsea,Netherlands
15512,Sylvain Wiltord,,11,Arsenal,France
24971,Nwankwo Christian Kanu,,0,Arsenal,Nigeria
26194,Pascal Cygan,,0,Arsenal,France
3633,Gareth Barry,,6,Aston Villa,England
4394,Peter Whittingham,,17,Aston Villa,England
15092,Alpay Fehmi Özalan,,5,Aston Villa,Turkey
15761,Olof Mellberg,,4,Aston Villa,Sweden
20019,Thomas Hitzlsperger,,12,Aston Villa,Germany
20145,Thomas Løvendahl Sørensen,,1,Aston Villa,Denmark
20327,Darius Vassell,,10,Aston Villa,England
24763,Ronny Johnsen,,27,Aston Villa,Norway
40359,Jlloyd Tafari Samuel,,3,Aston Villa,Trinidad and Tobago
40360,Ulises Hernán de la Cruz Bernardo,,15,Aston Villa,Ecuador
40361,Mark Anthony Delaney,,2,Aston Villa,Wales
40362,Juan Pablo Ángel Arango,,18,Aston Villa,Colombia
40363,Lee Hendrie,,7,Aston Villa,England
364783,Hassan Kachloul,,22,Aston Villa,Morocco
364784,Mark Kinsella,,26,Aston Villa,Ireland
364785,Stefan Postma,,13,Aston Villa,Netherlands
15754,Fredrik Ljungberg,,8,Arsenal,Sweden
40870,Stuart Taylor,,13,Arsenal,England
3538,Wayne Mark Rooney,,18,Everton,England
19497,Nigel Martyn,,25,Everton,England
20189,Tobias Linderoth,,22,Everton,Sweden
24794,Duncan Ferguson,,10,Everton,Scotland
40281,David Unsworth,,6,Everton,England
40282,Gary Naysmith,,15,Everton,Scotland
40285,Alan Stubbs,,4,Everton,England
40286,Tomasz Radziński,,8,Everton,Canada
40287,Tie Li,,12,Everton,China
40288,Joseph Phillip Yobo,,20,Everton,Nigeria
129558,Tony Hibbert,,28,Everton,England
375066,Lee Carsley,,26,Everton,Ireland
375067,Francis Jeffers,,11,Everton,England
375068,Kevin Campbell,,9,Everton,England
375069,Steve Simonsen,,13,Everton,England
375070,Kevin Kilbane,,14,Everton,Ireland
40255,Jérémie Aliadière,,30,Arsenal,France
41623,Rami Shaaban,,24,Arsenal,Sweden
4040,Peter Crouch,,16,Aston Villa,England
13439,Liam Ridgewell,,24,Aston Villa,England
20180,Marcus Allbäck,,14,Aston Villa,Sweden
7752,Brad Jones,,35,Middlesbrough,Australia
9585,Stewart Downing,,19,Middlesbrough,England
15403,Gareth Southgate,,6,Middlesbrough,England
17793,Boudewijn Zenden,,27,Middlesbrough,Netherlands
40252,Massimo Maccarone,,9,Middlesbrough,Italy
40322,Mark Schwarzer,,1,Middlesbrough,Australia
40323,Joseph-Desiré Job,,16,Middlesbrough,Cameroon
40324,George Boateng,,7,Middlesbrough,Netherlands
40325,Ugo Ehiogu,,4,Middlesbrough,England
40326,Danny Mills,,15,Middlesbrough,England
40327,Szilárd Németh,,8,Middlesbrough,Slovakia
40328,Franck Queudrue,,3,Middlesbrough,France
40329,Dorival Guidoni Júnior,,20,Middlesbrough,Brazil
40330,Chris Riggott,,5,Middlesbrough,England
40331,Oswaldo Giroldo Júnior,,10,Middlesbrough,Brazil
40402,Stuart Parnaby,,21,Middlesbrough,England
24840,Justin Hoyte,,45,Arsenal,Trinidad and Tobago
15036,Edwin van der Sar,,1,Fulham,Netherlands
20505,Louis Saha,,8,Fulham,France
38566,Lee Clark,,10,Fulham,England
40407,Steed Malbranque,,14,Fulham,France
40408,Moritz Volz,,2,Fulham,Germany
40409,Junichi Inamoto,,6,Fulham,Japan
40410,Barry Hayles,,15,Fulham,Jamaica
40411,Sylvain Legwinski,,5,Fulham,France
40412,Sean Davis,,23,Fulham,England
40413,Zat Knight,,16,Fulham,England
40414,Jérôme Bonnissel,,18,Fulham,France
40415,Andy Melville,,4,Fulham,Wales
40422,Alain Goma,,24,Fulham,France
40423,Martin Djetou,,17,Fulham,France
45964,Mark Crossley,,12,Fulham,Wales
45965,Facundo Sava,,9,Fulham,Argentina
15411,Darren Anderton,,7,Tottenham Hotspur,England
20011,Hélder Manuel Marques Postiga,,8,Tottenham Hotspur,Portugal
26149,Stephane Dalmat,,11,Tottenham Hotspur,France
38402,Bobby Zamora,,25,Tottenham Hotspur,England
38404,Paul Konchesky,,16,Tottenham Hotspur,England
40315,Mbulelo Mabizela,,21,Tottenham Hotspur,South Africa
40317,Dean Richards,,36,Tottenham Hotspur,England
40318,Stephen Carr,,2,Tottenham Hotspur,Ireland
15399,Robbie Fowler,,8,Manchester City,England
15407,Steve McManaman,,20,Manchester City,England
15519,Nicolas Anelka,,39,Manchester City,France
19636,Paul Bosvelt,,26,Manchester City,Netherlands
20329,David James,,1,Manchester City,England
20447,Richard Dunne,,22,Manchester City,Ireland
24758,Michael Tarnat,,18,Manchester City,Germany
38465,Claudio Reyna,,6,Manchester City,United States of America
38551,Shaun Wright-Phillips,,29,Manchester City,England
38552,Joey Barton,,24,Manchester City,England
40215,Jihai Sun,,17,Manchester City,China
40217,Trevor Sinclair,,28,Manchester City,England
40218,Sylvain Distin,,5,Manchester City,France
4022,Darren Fletcher,,24,Manchester United,Scotland
13042,Tim Howard,,14,Manchester United,United States of America
15402,Gary Neville,,2,Manchester United,England
15590,Ole Gunnar Solskjær,,20,Manchester United,Norway
15660,Phil Neville,,3,Manchester United,England
15666,Paul Scholes,,18,Manchester United,England
16890,John O''Shea,,22,Manchester United,Ireland
19729,Ruud van Nistelrooy,,10,Manchester United,Netherlands
20175,Ryan Giggs,,11,Manchester United,Wales
20341,Mikaël Silvestre,,27,Manchester United,France
24761,Nicky Butt,,8,Manchester United,England
24805,Roy Keane,,16,Manchester United,Ireland
40364,Roy Carroll,,13,Manchester United,Northern Ireland
40365,Eric Daniel Djemba-Djemba,,19,Manchester United,Cameroon
40366,Wes Brown,,6,Manchester United,England
7814,Anthony Le Tallec,,0,Liverpool,France
9845,John Welsh,,0,Liverpool,England
15280,Vladimir Smicer,,11,Liverpool,Czech Republic
15659,Emile Heskey,,0,Liverpool,England
15665,Michael Owen,,10,Liverpool,England
19109,Steven Gerrard,,0,Liverpool,England
34386,John Arne Semundseth Riise,,0,Liverpool,Norway
34389,Sami Hyypiä,,0,Liverpool,Finland
34390,Jerzy Dudek,,0,Liverpool,Poland
34391,Harry Kewell,,0,Liverpool,Australia
34392,Steve Finnan,,0,Liverpool,Ireland
40254,Igor Bišćan,,0,Liverpool,Croatia
40256,Salif Alassane Diao,,0,Liverpool,Senegal
40257,El-Hadji Ousseynou Diouf,,9,Liverpool,Senegal
15049,Billy McKinlay,,0,Leicester City,Scotland
15173,Steffen Freund,,0,Leicester City,Germany
24798,Nikos Dabizas,,0,Leicester City,Greece
40235,Danny Coyne,,0,Leicester City,Wales
40236,Ian Walker,,1,Leicester City,England
40237,James Scowcroft,,0,Leicester City,England
40238,Lilian Nalis,,0,Leicester City,France
40239,Jordan Stewart,,0,Leicester City,England
40240,Paul Dickov,,0,Leicester City,Scotland
40241,Matt Heath,,0,Leicester City,England
40242,Marcus Bent,,0,Leicester City,England
40243,Frank Mohammed Sinclair,,0,Leicester City,Jamaica
40244,Trevor Benjamin,,0,Leicester City,Jamaica
40245,Paul Brooker,,0,Leicester City,England
45969,Keith Gillespie,,7,Leicester City,Northern Ireland
45970,Steve Guppy,,27,Leicester City,England
4357,Matthew Taylor,,14,Portsmouth,England
9791,Richard Duffy,,31,Portsmouth,Wales
15410,Teddy Sheringham,,10,Portsmouth,England
15505,Steve Stone,,19,Portsmouth,England
20331,Ivica Mornar,,37,Portsmouth,Croatia
38403,Shaka Hislop,,1,Portsmouth,Trinidad and Tobago
40337,Yakubu Aiyegbeni,,20,Portsmouth,Nigeria
40338,Nigel Quashie,,11,Portsmouth,Scotland
40339,Arjan de Zeeuw,,6,Portsmouth,Netherlands
40340,Dejan Stefanovic,,3,Portsmouth,Serbia
40343,Amdy Moustapha Faye,,15,Portsmouth,Senegal
376516,Richard Hughes,,22,Portsmouth,Scotland
376517,John Curtis,,33,Portsmouth,England
376518,Trésor Lomana LuaLua,,32,Portsmouth,"Congo, (Kinshasa)"
376519,Harald Wapenaar,,25,Portsmouth,Netherlands
376520,Kevin Harper,,7,Portsmouth,Scotland
376521,David Bentley,,37,Arsenal,England
11270,Eiður Smári Guðjohnsen,,22,Chelsea,Iceland
20257,William Gallas,,13,Chelsea,France
20286,Scott Parker,,19,Chelsea,England
20287,John Terry,,26,Chelsea,England
40271,Neil Sullivan,,34,Chelsea,Scotland
9353,Nicky Hunt,,18,Bolton Wanderers,England
15073,Youri Djorkaeff,,6,Bolton Wanderers,France
19772,Stylianos Giannakopoulos,,7,Bolton Wanderers,Greece
21540,Kevin Nolan,,4,Bolton Wanderers,England
40383,Émerson Augusto Thome,,26,Bolton Wanderers,Brazil
40384,"Augustine Azuka ""Jay-Jay"" Okocha",,10,Bolton Wanderers,Nigeria
40385,Jussi Jääskeläinen,,22,Bolton Wanderers,Finland
40386,Iván Campo Ramos,,16,Bolton Wanderers,Spain
40387,Henrik Pedersen,,9,Bolton Wanderers,Denmark
40388,Kevin Cyril Davies,,14,Bolton Wanderers,England
40389,Per Frandsen,,8,Bolton Wanderers,Denmark
40390,Simon Charlton,,3,Bolton Wanderers,England
40391,Ricardo Wayne Gardner,,11,Bolton Wanderers,Jamaica
40392,Ibrahim Ba,,15,Bolton Wanderers,France
45966,Kevin Poole,,1,Bolton Wanderers,England
45967,Anthony Barness,,2,Bolton Wanderers,England
15259,Patrik Berger,,13,Portsmouth,Czech Republic
20402,Boris Živković,,4,Portsmouth,Croatia
20510,Alexei Gennadyevich Smertin,,30,Portsmouth,Russia
40336,Sébastien Schemmel,,28,Portsmouth,France
40341,Tim Sherwood,,8,Portsmouth,England
40342,Jason Roberts,,31,Portsmouth,Grenada
11009,Chris Baird,,32,Southampton,Northern Ireland
40433,Kevin Phillips,,7,Southampton,England
40434,Paul Telfer,,33,Southampton,Scotland
40435,Rory Delap,,18,Southampton,Ireland
40436,Darren Kenton,,22,Southampton,England
40437,Brett Ormerod,,36,Southampton,England
40438,Antti Mikko Niemi,,14,Southampton,Finland
40439,David Prutton,,20,Southampton,England
40440,Léandre Griffit,,30,Southampton,France
40441,Michael Lennart Svensson,,11,Southampton,Sweden
40442,James Beattie,,9,Southampton,England
40443,Neill McCann,,10,Southampton,Scotland
40444,Fitz Hall,,15,Southampton,England
40445,Danny Higginbotham,,19,Southampton,Gibraltar
45995,Chris Marsden,,4,Southampton,England
3473,James Philip Milner,,38,Leeds United,England
3953,Aaron Lennon,,25,Leeds United,England
4815,Scott Carson,,40,Leeds United,England
26649,Jermaine Pennant,,11,Leeds United,England
38557,David Batty,,23,Leeds United,England
40132,Paul Robinson,,1,Leeds United,England
40263,Zoumana Camara,,6,Leeds United,France
40264,Michael Bridges,,8,Leeds United,England
40265,José Vitor Roque Júnior,,12,Leeds United,Brazil
40266,Seth Johnson,,20,Leeds United,England
40267,Alan Smith,,17,Leeds United,England
40268,René Salomon Olembé-Olembé,,24,Leeds United,Cameroon
40269,Lamine Sakho,,10,Leeds United,Senegal
40270,Gary Oliver Kelly,,2,Leeds United,Ireland
40368,Ian Harte,,3,Leeds United,Ireland
40371,Michael Duberry,,22,Leeds United,England
40403,Malcolm Christie,,11,Middlesbrough,England
40404,Alan Wright,,22,Middlesbrough,England
40405,Colin Cooper,,28,Middlesbrough,England
40406,Andrew Davies,,24,Middlesbrough,England
9003,Paul Gallagher,,0,Blackburn Rovers,Scotland
15095,Tugay Kerimoğlu,,0,Blackburn Rovers,Turkey
15272,Markus Babbel,,0,Blackburn Rovers,Germany
15281,Dino Baggio,,21,Blackburn Rovers,Italy
24766,Dwight Yorke,,0,Blackburn Rovers,Trinidad and Tobago
24767,Andy Cole,,9,Blackburn Rovers,England
38464,Brad Friedel,,0,Blackburn Rovers,United States of America
40352,Barry Ferguson,,0,Blackburn Rovers,Scotland
40353,Vratislav Greško,,0,Blackburn Rovers,Slovakia
40354,Lucas Neill,,0,Blackburn Rovers,Australia
40355,Andy Todd,,0,Blackburn Rovers,England
40356,Craig Short,,6,Blackburn Rovers,England
40357,Brett Emerton,,0,Blackburn Rovers,Australia
40358,Steven Reid,,12,Blackburn Rovers,Ireland
40393,"Bruno N""Gotty",,5,Bolton Wanderers,France
20059,Aaron Hughes,,18,Newcastle United,Northern Ireland
20446,Shay Given,,1,Newcastle United,Ireland
24799,Gary Speed,,11,Newcastle United,Wales
24801,Steve Harper,,12,Newcastle United,England
26010,Hugo Miguel Ferreira Gomes Viana,,45,Newcastle United,Portugal
38418,Jonathan Woodgate,,27,Newcastle United,England
40225,"Andy O""Brien",,5,Newcastle United,Ireland
40226,Craig Bellamy,,10,Newcastle United,Wales
40227,Laurent Robert,,32,Newcastle United,France
40228,Lee Bowyer,,29,Newcastle United,England
40229,Darren Ambrose,,17,Newcastle United,England
40230,Titus Malachi Bramble,,19,Newcastle United,England
40231,Alan Shearer,,9,Newcastle United,England
40232,Shola Ameobi,,23,Newcastle United,Nigeria
40233,Olivier Bernard,,35,Newcastle United,France
40234,Jermaine Jenas,,7,Newcastle United,England
40290,Robbie Savage,,0,Birmingham City,Wales
40291,Clinton Morrison,,0,Birmingham City,Ireland
