Player ID,Player Name,Position ID,Jersey Number,Team Name,Country Name
6807,Roberto Suárez Pier,,4,Levante UD,Spain
6809,Erick Cathriel Cabaco Almada,,18,Levante UD,Uruguay
18163,Moses Daddy-Ajala Simon,,7,Levante UD,Nigeria
21147,Borja Mayoral Moya,,2,Levante UD,Spain
23344,Aitor Fernández Abarisketa,,25,Levante UD,Spain
3625,Sofiane Boufal,,19,Celta Vigo,Morocco
5217,Iago Aspas Juncal,,10,Celta Vigo,Spain
5516,Pione Sisto Ifolo Emirmija,,11,Celta Vigo,Denmark
6297,Maximiliano Gómez González,,9,Celta Vigo,Uruguay
6794,Gustavo Daniel Cabral Cáceres,,22,Celta Vigo,Argentina
6795,Rubén Blanco Veiga,,13,Celta Vigo,Spain
6798,Stanislav Lobotka,,14,Celta Vigo,Slovakia
6799,Brais Méndez Portela,,23,Celta Vigo,Spain
6805,Hugo Mallo Novegil,,2,Celta Vigo,Spain
6852,Jozabed Sánchez Ruiz,,21,Celta Vigo,Spain
6876,Róbert Mazáň,,15,Celta Vigo,Slovakia
6884,Sergio Álvarez Conde,,1,Celta Vigo,Spain
10759,Andrew Hjulsager,,16,Celta Vigo,Denmark
11388,Néstor Alejandro Araújo Razo,,4,Celta Vigo,Mexico
11389,Francisco José Beltrán Peinado,,8,Celta Vigo,Spain
12555,Okay Yokuşlu,,5,Celta Vigo,Turkey
17804,David Costas Cordal,,3,Celta Vigo,Spain
22029,Kevin Vázquez Comesaña,,20,Celta Vigo,Spain
4546,Dimitri Foulquier,,24,Getafe,Guadeloupe
4712,Samuel Sáiz Alonso,,11,Getafe,Spain
6611,Ángel Luis Rodríguez Díaz,,9,Getafe,Spain
6619,Vitorino Gabriel Pacheco Antunes,,3,Getafe,Portugal
6627,Damián Nicolás Suárez Suárez,,22,Getafe,Uruguay
6630,Jorge Molina Vidal,,19,Getafe,Spain
6631,Mathieu Flamini,,16,Getafe,France
6634,Djené Dakonam Ortega,,2,Getafe,Togo
6635,Leandro Daniel Cabrera Sasía,,6,Getafe,Uruguay
6722,David Soria Solís,,13,Getafe,Spain
6863,Mauro Wilney Arambarri Rosa,,18,Getafe,Uruguay
6872,Bruno González Cabrera,,4,Getafe,Spain
6873,Francisco Portillo Soler,,8,Getafe,Spain
6901,Nemanja Maksimović,,20,Getafe,Serbia
6931,Leandro Chichizola,,1,Getafe,Argentina
7154,Sebastián Carlos Cristóforo Pepe,,15,Getafe,Uruguay
11550,Jaime Mata Arnaiz,,7,Getafe,Spain
18721,Robert Ibáñez Castro,,17,Getafe,Spain
6698,Marko Dmitrović,,1,Eibar,Serbia
6700,Sergio Enrich Ametller,,9,Eibar,Spain
6701,Joan Jordán Moreno,,24,Eibar,Spain
6705,José Ángel Valdés Díaz,,15,Eibar,Spain
6708,Paulo André Rodrigues de Oliveira,,12,Eibar,Portugal
6709,Anaitz Arbilla Zabala,,23,Eibar,Spain
6710,Rubén Peña Jiménez,,11,Eibar,Spain
6711,Enrique García Martínez,,17,Eibar,Spain
6712,Gonzalo Escalante,,5,Eibar,Argentina
6867,Papa Kouly Diop,,8,Eibar,Senegal
7105,Fabián Ariel Orellana Valenzuela,,14,Eibar,Chile
7907,Pedro Bigas Rigo,,3,Eibar,Spain
8555,Pablo Ezequiel De Blasis,,16,Eibar,Argentina
10763,Asier Riesgo Unamuno,,13,Eibar,Spain
12072,Pere Milla Peña,,22,Eibar,Spain
13107,Sergio Álvarez Díaz,,6,Eibar,Spain
13108,Marc Cardona Rovira,,7,Eibar,Spain
17620,Marc Cucurella Saseta,,20,Eibar,Spain
4447,Martin Braithwaite Christensen,,25,Leganés,Denmark
5830,Kenneth Josiah Omeruo,,24,Leganés,Nigeria
6580,José Luis García del Pozo,,8,Leganés,Spain
6603,Dimitrios Siovas,,22,Leganés,Greece
6606,Javier Eraso Goñi,,17,Leganés,Spain
21390,Andriy Lunin,,29,Leganés,Ukraine
23561,Vasyl Kravets,,14,Leganés,Ukraine
8668,Kevin-Prince Boateng,,19,Barcelona,Ghana
6887,Jonás Ramalho Chimeno,,4,Girona,Angola
7578,Anthony Rubén Lozano Colón,,19,Girona,Honduras
22129,Valery Fernández Estrada,,34,Girona,Spain
23264,Seung-Ho Paik,,35,Girona,Korea (South)
42283,Alejandro Pachón Párraga,,37,Girona,Spain
6594,Santiago Mina Lorenzo,,22,Valencia,Spain
6748,Ferrán Torres García,,20,Valencia,Spain
6830,Facundo Sebastián Roncaglia,,4,Valencia,Argentina
22740,Kang-In Lee,,16,Valencia,Korea (South)
6387,Iñigo Córdoba Kerejeta,,11,Athletic Club,Spain
6397,Unai Núñez Gestoso,,3,Athletic Club,Spain
6662,Iago Herrerín Buisán,,13,Athletic Club,Spain
8540,Kenan Kodro,,2,Athletic Club,Bosnia and Herzegovina
10612,Yoel Rodríguez Oterino,,13,Real Valladolid,Spain
17027,Sergio Guardiola Navarro,,12,Real Valladolid,Spain
22020,Joaquín Fernández Moreno,,2,Real Valladolid,Spain
23492,Stiven Ricardo Plaza Castillo,,42,Real Valladolid,Ecuador
7040,Marko Rog,,20,Sevilla,Croatia
8068,Maximilian Wöber,,14,Sevilla,Austria
11332,Ibrahim Amadou,,5,Sevilla,France
3509,Thibaut Courtois,,25,Real Madrid,Belgium
4926,Francisco Román Alarcón Suárez,,22,Real Madrid,Spain
5200,Lucas Vázquez Iglesias,,17,Real Madrid,Spain
5201,Sergio Ramos García,,4,Real Madrid,Spain
5463,Luka Modrić,,10,Real Madrid,Croatia
5485,Raphaël Varane,,5,Real Madrid,France
5539,Carlos Henrique Casimiro,,14,Real Madrid,Brazil
5552,Marcelo Vieira da Silva Júnior,,12,Real Madrid,Brazil
5574,Toni Kroos,,8,Real Madrid,Germany
5597,Keylor Navas Gamboa,,1,Real Madrid,Costa Rica
5719,Marco Asensio Willemsen,,20,Real Madrid,Spain
5721,Daniel Carvajal Ramos,,2,Real Madrid,Spain
6399,Gareth Frank Bale,,11,Real Madrid,Wales
6697,Daniel Ceballos Fernández,,24,Real Madrid,Spain
6773,Federico Santiago Valverde Dipetta,,15,Real Madrid,Uruguay
18395,Vinícius José Paixão de Oliveira Júnior,,28,Real Madrid,Brazil
18620,Sergio Reguilón Rodríguez,,23,Real Madrid,Spain
19677,Karim Benzema,,9,Real Madrid,France
4346,Gilbert Gianelli Imbula Wanga,,12,Rayo Vallecano,"Congo, (Kinshasa)"
5521,Luis Jan Piers Advíncula Castrillón,,17,Rayo Vallecano,Peru
6652,Jordi Amat Maas,,16,Rayo Vallecano,Spain
6914,Roberto Román Triguero,,2,Rayo Vallecano,Spain
6924,Alejandro Gálvez Jimena,,23,Rayo Vallecano,Spain
7900,Tiago Manuel Dias Correia,,14,Rayo Vallecano,Cape Verde
8512,Franco Matías Di Santo,,25,Rayo Vallecano,Argentina
11535,José Ángel Pozo la Rosa,,22,Rayo Vallecano,Spain
11537,Alberto García Cabrera,,1,Rayo Vallecano,Spain
11538,Alejandro Moreno Lopera,,7,Rayo Vallecano,Spain
11539,Adrián Embarba Blázquez,,11,Rayo Vallecano,Spain
11540,Óscar Guido Trejo,,8,Rayo Vallecano,Argentina
12192,Álvaro García Rivera,,18,Rayo Vallecano,Spain
12194,Santiago Comesaña Veiga,,27,Rayo Vallecano,Spain
16209,Raúl de Tomás Gómez,,9,Rayo Vallecano,Spain
17054,Emiliano Daniel Velázquez Maldonado,,20,Rayo Vallecano,Uruguay
21397,Stole Dimitrievski,,13,Rayo Vallecano,"Macedonia, Republic of"
23488,Mario Suárez Mata,,15,Rayo Vallecano,Spain
3990,Jesé Rodríguez Ruiz,,10,Real Betis,Spain
22235,Wilfrid Jaures Kaptoum,,34,Real Betis,Cameroon
22915,Diego Lainez Leyva,,22,Real Betis,Mexico
23522,Emerson Aparecido Leite de Souza Junior,,24,Real Betis,Brazil
6790,Mario Hermoso Canseco,,22,Espanyol,Spain
10323,Alfa Semedo Esteves,,2,Espanyol,Guinea-Bissau
22287,Adrià Giner Pedrosa,,28,Espanyol,Spain
22919,Lluís López Mármol,,27,Espanyol,Spain
23343,Lei Wu,,24,Espanyol,China
3497,Vicente Iborra De La Fuente,,10,Villarreal,Spain
6827,Daniele Bonera,,23,Villarreal,Italy
24729,Xavier Quintillà Guasch,,39,Villarreal,Spain
42275,Iván Martín Núñez,,37,Villarreal,Spain
3477,Álvaro Borja Morata Martín,,22,Atlético Madrid,Spain
5249,Diego Roberto Godín Leal,,2,Atlético Madrid,Uruguay
5259,José María Giménez de Vargas,,24,Atlético Madrid,Uruguay
6375,Juan Francisco Torres Belén,,20,Atlético Madrid,Spain
3508,Sandro Ramírez Castillo,,24,Real Sociedad,Spain
6713,Diego Javier Llorente Ríos,,3,Real Sociedad,Spain
6721,Willian José da Silva,,12,Real Sociedad,Brazil
22321,Ander Barrenetxea Muguruza,,34,Real Sociedad,Spain
22452,Aihen Muñoz Capellán,,29,Real Sociedad,Spain
6038,John Guidetti,,10,Deportivo Alavés,Sweden
6604,Darko Brašanac,,20,Deportivo Alavés,Serbia
6622,Tomás Pina Isla,,8,Deportivo Alavés,Spain
6636,Rodrigo Ely,,4,Deportivo Alavés,Brazil
6856,Carlos Martín Vigaray,,2,Deportivo Alavés,Spain
6592,Rúben Miguel Nunes Vezo,,14,Levante UD,Portugal
6675,Antonio Manuel Luna Rodríguez,,22,Levante UD,Spain
6787,Pedro López Muñoz,,19,Levante UD,Spain
11305,Raphael Dwamena,,20,Levante UD,Ghana
17303,Nikola Vukčević,,17,Levante UD,Montenegro
11532,Jean-Clair Todibo,,6,Barcelona,France
24841,Ricard Puig Martí,,28,Barcelona,Spain
24976,Abel Ruiz Ortega,,29,Barcelona,Spain
5693,Gaku Shibasaki,,10,Getafe,Japan
6741,Ignasi Miquel i Pons,,21,Getafe,Spain
7104,Mathías Olivera Miramontes,,17,Getafe,Uruguay
7621,Hugo Duro Perales,,27,Getafe,Spain
5674,Moussa Wagué,,40,Barcelona,Senegal
25006,Carles Pérez Sayol,,43,Barcelona,Spain
6707,Charles Días Barbosa de Oliveira,,19,Eibar,Brazil
6778,Iván Ramis Barrios,,4,Eibar,Spain
6907,Pedro León Sánchez Gil,,21,Eibar,Spain
24948,Jordi Calavera Espinach,,2,Eibar,Spain
3666,Robert Kenedy Nunes do Nascimento,,25,Getafe,Brazil
5466,Oghenekaro Etebo,,5,Getafe,Nigeria
6621,Amath Ndiaye,,11,Getafe,Senegal
6786,David Timor Copoví,,24,Getafe,Spain
25134,Deyverson Brum Silva Acosta,,14,Getafe,Brazil
8118,Frenkie de Jong,,21,Barcelona,Netherlands
23987,Rey Manaj,,41,Barcelona,Albania
30756,Anssumane Fati,,31,Barcelona,Spain
32480,Ronald Federico Araújo da Silva,,33,Barcelona,Uruguay
3389,Eliaquim Mangala,,4,Valencia,France
33164,Vicente Esquerdo Santas,,34,Valencia,Spain
36900,Cristian Rivero Sabater,,28,Valencia,Spain
24949,Álex Collado Gutiérrez,,30,Barcelona,Spain
3265,José Luis Sanmartín Mato,,9,Deportivo Alavés,Spain
3513,Oliver Burke,,24,Deportivo Alavés,Scotland
5628,José Luis Rodríguez Francis,,38,Deportivo Alavés,Panama
6659,Víctor Camarasa Ferrando,,10,Deportivo Alavés,Spain
6732,Lucas Pérez Martínez,,7,Deportivo Alavés,Spain
