Event ID,Player Name,Team Name,Statsbomb Xg,End Location X,End Location Y,End Location Z,Follows Dribble,First Time,Open Goal,Deflected,Technique ID,Technique Name,Body Part ID,Body Part Name,Type ID,Type Name,Outcome ID,Outcome Name,Match ID,Season Name,Competition Name
1faae397-9686-4575-8104-ccb256b71d7f,Luis Alberto Suárez Díaz,Barcelona,0.08263005,120.0,34.1,1.2,False,True,False,False,94,Overhead Kick,38,Left Foot,87,Open Play,98,Off T,15978,2018/2019,La Liga
f2721f0c-485e-4081-bc9a-01d12d8ef83e,Lionel Andrés Messi Cuccittini,Barcelona,0.038261805,120.0,40.2,5.6,False,False,False,False,93,Normal,38,Left Foot,87,Open Play,98,Off T,15978,2018/2019,La Liga
a0ecffee-4324-4c1f-bf19-fd2512055167,Juan Miguel Jiménez López,Real Sociedad,0.1446939,120.0,44.7,1.0,False,False,False,False,93,Normal,37,Head,87,Open Play,98,Off T,15978,2018/2019,La Liga
ab4fec27-b0ad-4196-b133-ed478a629b61,Luis Alberto Suárez Díaz,Barcelona,0.10335443,111.0,41.1,,False,False,False,False,93,Normal,40,Right Foot,87,Open Play,96,Blocked,15978,2018/2019,La Liga
a19b693e-784c-4317-aa08-cf6e93ff42f5,Mikel Merino Zazón,Real Sociedad,0.019898059,95.5,43.8,,False,False,False,False,93,Normal,38,Left Foot,87,Open Play,96,Blocked,15978,2018/2019,La Liga
1c78c693-fe63-42b9-8508-8fb3e44562e2,Bernardo José Espinosa Zúñiga,Girona,0.04248853,118.6,38.8,1.2,False,False,False,False,93,Normal,37,Head,87,Open Play,100,Saved,15986,2018/2019,La Liga
893a0ec7-d4c6-42c9-a49f-09b43b16b262,Sergio Busquets i Burgos,Barcelona,0.0820779,120.0,30.5,0.5,False,True,False,False,95,Volley,40,Right Foot,87,Open Play,98,Off T,15986,2018/2019,La Liga
2e7dff80-a991-416c-89dc-def54212e885,Lionel Andrés Messi Cuccittini,Barcelona,0.20269015,119.1,42.3,0.2,False,False,False,False,93,Normal,38,Left Foot,87,Open Play,100,Saved,15986,2018/2019,La Liga
f5669284-14c4-43ad-9465-9d69a849eec3,Lionel Andrés Messi Cuccittini,Barcelona,0.2065906,120.0,36.7,0.2,False,True,False,False,93,Normal,38,Left Foot,87,Open Play,97,Goal,15986,2018/2019,La Liga
fdc7c1b2-c597-4912-965f-6504944b431d,Luis Alberto Suárez Díaz,Barcelona,0.069064945,117.7,36.3,1.2,False,False,False,False,93,Normal,40,Right Foot,87,Open Play,100,Saved,15986,2018/2019,La Liga
32fc2774-e008-4546-aeb9-5e73ee55a364,Marc Muniesa Martínez,Girona,0.010763071,120.0,44.4,4.7,False,False,False,False,91,Half Volley,38,Left Foot,87,Open Play,98,Off T,15986,2018/2019,La Liga
fc38d4c6-a48c-49b2-bf5f-fb440b874a70,Ousmane Dembélé,Barcelona,0.036971256,117.6,39.3,0.2,False,False,False,False,93,Normal,40,Right Foot,87,Open Play,100,Saved,15986,2018/2019,La Liga
03c97947-923c-43aa-a671-e62bd72ed72b,Cristian Portugués Manzanera,Girona,0.11886153,119.7,43.4,,False,False,False,False,93,Normal,40,Right Foot,87,Open Play,96,Blocked,15986,2018/2019,La Liga
84b1b530-3629-4b07-b663-ac9721d7389e,Francesc Aday Benítez Caraballo,Girona,0.028683474,118.4,41.4,2.0,False,False,False,False,93,Normal,40,Right Foot,62,Free Kick,100,Saved,15986,2018/2019,La Liga
28e403c0-745d-46ad-ba30-0b264d391cbe,Lionel Andrés Messi Cuccittini,Barcelona,0.031941224,119.0,37.4,2.0,False,False,False,False,93,Normal,38,Left Foot,62,Free Kick,100,Saved,15986,2018/2019,La Liga
abdd50bc-54d1-48c7-a2e3-1619cf6cc45f,Luis Alberto Suárez Díaz,Barcelona,0.04499091,101.8,31.3,,False,False,False,False,93,Normal,40,Right Foot,87,Open Play,96,Blocked,15986,2018/2019,La Liga
