Match ID,Event ID,Formation,Lineup
16149,b49d443c-19db-4516-b7d1-d947f37dd9c2,352,"{6785,6579,6573,6572,11292,22129,6565,6888,6570,6351,6582}"
16149,f601b49c-1ae1-4939-85db-9766ece281c9,433,"{20055,6374,5213,6826,5211,5203,8206,5470,5503,3501,5246}"
16149,a047beea-0513-4af6-a234-ce08f0f46a5f,41212,"{6785,11292,6579,6572,22129,6565,6888,6570,6573,6582,6351}"
16149,5a27d0f9-dd70-468f-b244-428a0f85a599,433,"{20055,6374,5213,6826,5211,5203,5470,11392,5503,3501,5246}"
16149,e207e6a8-96bb-412f-80d2-094a2c36a73a,433,"{20055,6374,5213,6332,5211,5470,6379,11392,5503,3501,5246}"
16157,41c370df-e684-4c08-a70e-b1fe4ccfce25,433,"{20055,6374,5213,6332,6379,5470,13599,8206,5503,3501,5246}"
16157,7aee1529-ec45-4df3-8e90-7305381f119e,442,"{6590,11634,6891,6746,6587,6797,3437,6595,5186,5718,6401}"
16157,920406d6-e46b-458f-9d77-0fdf97127d00,41221,"{20055,6379,5213,6332,5211,5470,13599,8206,5503,3501,5246}"
16157,ed1e95e8-0fd1-4de6-8643-a5ef9ea53716,442,"{6590,11634,6891,6746,6587,6797,3437,6595,6748,5718,5186}"
16173,a621d181-794b-47db-9a06-7e1726292d1b,4231,"{6662,6649,6877,6665,6789,6396,6775,6390,6391,3023,6393}"
16173,cc90bb2f-122e-4943-80f1-14a81178ad91,433,"{20055,6379,5213,6826,6374,5203,5470,8206,5503,3501,5246}"
16173,9dde9ecb-f87e-4bb3-953a-52b181b28580,433,"{20055,6379,5213,6826,6374,5203,8206,5470,5503,3501,5246}"
16173,83881f10-3de1-451d-a3c3-968fc7e9b0ed,4231,"{6662,6649,6877,6665,6789,6775,6389,6390,6391,3023,6393}"
16173,99e385c1-8e34-4496-b190-aa8c4250cf05,4231,"{6662,6649,6877,6665,6789,6775,6389,6391,6842,3023,6393}"
16173,c8f248eb-d0d9-425b-8487-5111b0447113,4411,"{6662,6877,6389,6665,6789,6842,6775,6391,3023,6649,8540}"
16182,da686eac-2161-4c27-b868-63f0e4903685,41221,"{20055,6379,5213,6332,5211,5203,8206,13599,5503,5477,8668}"
16182,854c3839-fd64-4840-836f-1f38f7d278f3,3412,"{11302,22020,11304,11293,18164,11298,11303,11301,7699,6760,17027}"
16182,136154c0-485a-482b-acfc-b377a1e2d5ff,41221,"{20055,6379,5213,6332,5211,5203,13599,8206,5503,5477,8668}"
16182,1154618d-63ad-429f-bbeb-6ce0536ac23a,3412,"{11302,22020,11304,11293,18164,11298,11303,11301,6742,23492,17027}"
16190,f16615a3-c65b-4761-b0cf-f51ce4ea6677,42211,"{11541,5742,5534,6804,8068,5504,7040,6821,13360,6720,6723}"
16190,8ee1ec19-067a-47cf-bb30-a83e2de1c5d5,41221,"{20055,6374,5213,5492,5211,5203,8206,5470,5503,3501,5246}"
16190,4ebf0c8d-a456-4d27-90ac-e5c57ee8858d,4231,"{20055,6379,5213,5492,5211,5470,5203,5477,5503,3501,5246}"
16190,ec092226-c7b9-40ae-a941-f52c97cd7ef1,42211,"{11541,6821,5534,6804,8068,5504,7040,6719,13360,6720,6723}"
16190,a0369479-df32-47a2-9098-a30006965168,42211,"{11541,6821,5534,6804,11332,5504,7040,6720,13360,6719,6723}"
16190,8147170f-da1a-4299-8b23-c435d578b921,3421,"{11541,11332,5534,6804,6821,13360,6719,5504,6720,3610,6723}"
16190,7c36a11d-af95-4873-a36c-03ccd0acae4b,4231,"{20055,6379,5213,5492,5211,5470,5203,5503,3501,5477,5246}"
16190,542af430-0218-4fa2-af3c-04faf7037f9d,41221,"{20055,6379,5213,5492,5211,5203,5470,13599,5503,5477,5246}"
16196,a02bd210-88fa-46f7-bafb-9702b9ca63da,433,"{3509,5721,5485,5201,18620,5539,5463,5574,6399,18395,19677}"
16196,becea3ee-0727-480a-b597-ea777ff3d9e4,433,"{20055,6379,5213,6826,5211,5203,5470,11392,5503,5477,5246}"
16196,afa4d257-bc08-481f-ab2d-ffe890377d99,433,"{20055,6379,5213,6826,5211,5203,8206,5470,5503,5477,5246}"
16196,bb88d401-dac5-480a-834a-7ea5fdd3482b,4231,"{3509,5721,5485,5201,18620,5463,6773,5719,4926,18395,19677}"
16196,5873e30b-7fb1-4c0d-9ba8-aa0f9d72f00a,433,"{20055,6374,5213,6826,5211,8206,6379,5470,5503,3501,5246}"
16205,a306772c-f64e-411e-828e-eee2d194b501,433,"{20055,6374,5213,5492,5211,5203,8206,11392,5503,3501,5246}"
16205,73d7b5c6-2186-40aa-b904-c9b7bfb31670,343,"{21397,17054,6924,6652,5521,11538,4346,12194,7900,12192,16209}"
16205,33dcaa8c-18ea-4626-94dd-270fca3dbfd4,4231,"{20055,6374,5213,5492,5211,8206,5203,5477,5503,3501,5246}"
16205,13384fd3-4b21-4af8-87ab-b4859ee020b6,4141,"{21397,5521,17054,6924,11538,12194,7900,4346,11535,12192,16209}"
16205,b245a8ec-4775-483e-8e77-c883652b8835,442,"{20055,6374,5213,5492,5211,5470,5203,8206,5477,5503,5246}"
16205,10c5ce5a-123a-4b6a-931a-694b70377b2a,442,"{20055,6374,5213,5492,5211,8206,5203,5470,5477,5503,5246}"
16205,4e9e6c47-779e-49ce-8098-e2e724f1e938,4231,"{20055,6374,5213,5492,5211,5470,8206,3109,5503,5477,5246}"
16215,c4cf61b3-8ed8-4c8d-9fcb-85a23f171b44,352,"{6792,6648,7068,6777,6651,6658,5214,6673,5563,3313,3990}"
16215,17813ca1-b402-46b2-8d98-9d5c5f1df26f,442,"{20055,6379,5213,6826,5211,5470,5203,11392,8206,5246,5503}"
16215,d0f3ec09-af1d-437c-9172-951690934d33,442,"{20055,6374,5213,6826,5211,5203,5470,6379,8206,5503,5246}"
16215,97c7e0c3-8a36-4a00-8cfe-e977f3e75011,3412,"{6792,6648,7068,6777,23522,6658,6673,5563,7910,22915,3990}"
16215,942285fd-743d-4e41-8f4d-f6ec94b01303,3412,"{6792,6648,7068,6777,23522,6658,5563,6673,7910,22915,3990}"
16215,a38a076a-75e8-4606-a1dc-c0fdfd61b950,442,"{20055,6374,5213,6826,5211,8206,5203,6379,13599,5503,3501}"
16231,cb992c55-ed63-4211-aeee-9eda5a00bcc3,433,"{20055,6374,5213,6826,5211,5203,5470,11392,5503,3501,5246}"
16231,23f25cb1-2bfd-4021-9b5d-d27484142163,352,"{6768,22919,6769,6790,6569,22287,6758,6770,6866,6902,11391}"
16231,50cbacec-e4b4-4df3-bb5d-94c211fbd333,433,"{20055,6379,5213,6826,5211,5203,5470,8206,5503,3109,5246}"
16240,b42e2f2c-7372-4aa3-89a1-c0e5bc80e881,343,"{6755,6762,4629,6752,6772,6737,11384,11386,16335,3497,3551}"
16240,7ea94dfd-7e7f-44b8-9a53-1dbc7deecfc0,433,"{20055,6379,5492,6826,5211,5203,8206,11392,3109,3501,5246}"
16240,dfc2ac16-04e5-45d4-9a94-07082e28131b,433,"{20055,6379,5492,6826,5211,5203,8206,11392,5503,3109,5246}"
16248,cd0c4ea5-526a-4e9a-a83a-b3a3936763b3,433,"{20055,6379,5213,6826,5211,5203,5470,11392,5503,3501,5246}"
16248,e797f68c-7ce4-4112-86b5-c0ca231a4cf7,442,"{6378,5696,5259,5249,6320,6383,6765,5199,6381,5487,5198}"
16248,a3ae66ef-e23c-4048-9b73-1f9cebe69aa7,41212,"{6378,6383,5259,5249,6320,6765,5199,6381,5198,5487,6377}"
16248,97cfaafe-5c2f-4314-b8e1-a7e2ca7c630b,41212,"{6378,6383,5259,5249,6381,6765,5199,5487,5198,6377,3477}"
16248,8172f389-bbcf-4d68-8169-975249a62a80,433,"{20055,6374,5213,6826,5211,5203,5470,13599,3109,5503,5246}"
16265,e9f48bc8-32f9-407d-8109-4f73b735bd1d,433,"{20055,6374,5213,6826,5211,5470,8206,11392,5503,5477,5246}"
16265,01e72363-a52a-4bf7-beda-505fc8f2f8ac,433,"{6694,6605,6679,6713,22452,6676,3042,6899,6685,6695,6721}"
16265,0987349f-bf50-4faa-b066-4a8adfbb6582,433,"{6694,6605,6679,6713,22452,3042,16210,6899,6685,6695,6721}"
16265,84be927f-8163-49c5-a804-d1b3a0bf7505,433,"{20055,6374,5213,6826,5211,5203,8206,5470,5503,5477,5246}"
16265,396bee1d-8571-4074-9dca-f933ec47679e,433,"{6694,6605,6679,3042,22452,6899,16210,6685,3508,22321,6721}"
16275,c36b2163-9e36-426f-8397-675b557c0474,343,"{6629,6615,6636,6923,6856,6612,6626,6622,6739,6581,6566}"
16275,a4568b82-f784-41d1-b416-eb824a426a15,433,"{20055,6374,5213,5492,6379,5203,8206,13599,5477,3501,5246}"
16275,92735129-4fff-46ae-bdf9-cde84797f7be,433,"{20055,6379,5213,5492,6374,5203,8206,13599,5477,3501,5246}"
16275,7dc754a0-2224-4aa5-9f9f-76d0dc2b91dd,433,"{6629,6856,6615,6923,6612,6626,6604,6622,12190,6581,6566}"
16275,64ebdceb-274f-4ffd-b91a-72521b5060d3,442,"{6629,6856,6615,6923,6612,12190,6604,6622,6626,6038,6566}"
16289,ed34b3ee-c0d2-4ff9-a710-14ad3b2218ca,433,"{20055,6374,5213,6826,5211,5470,8206,11392,5477,3501,5246}"
16289,ce900143-6f72-462f-b5f7-cf8dd6b987bb,4141,"{23344,6672,6592,6807,6675,17303,6691,6680,6688,18163,21147}"
16289,6c371eff-2eff-4cf0-8604-e53c8df77f8c,433,"{20055,6374,5213,6826,5211,5470,8206,11392,5503,5477,5246}"
16289,be7e94c5-422b-4ec3-8df5-31f8066f5738,4141,"{23344,6672,6592,6807,6675,6688,6691,6680,6782,6668,21147}"
16289,b3c71459-c476-4000-a8e1-ca4d84c8dc23,4141,"{23344,6672,6592,6807,6675,6688,21147,6691,6782,6668,6684}"
16306,72430016-0e5f-4b77-abbd-11352f6ef332,433,"{8652,6379,5213,5492,5211,5203,5470,8206,3109,3501,5503}"
16306,1ff99fb5-9bae-4107-9d93-0b8a4bb3bd8f,442,"{6722,6627,6634,6635,7104,6901,6863,4546,5693,6630,6611}"
16306,7cea7d7f-7c53-4a71-90ec-b8cac7f417a8,442,"{8652,6374,5213,5492,5211,8206,5203,6379,13599,5503,24976}"
16317,d0cd5861-053a-4b15-a7bf-fd4248e2da9d,442,"{6698,8555,6708,6778,6705,6712,6701,7105,17620,6700,6707}"
16317,619d49a7-6fea-401e-9539-2d3c9ce5f0ec,433,"{8652,6374,5213,6826,5211,5203,8206,5470,6379,3109,5503}"
16317,c98fc5d6-eb16-4285-9e10-fbe89aa64c85,433,"{8652,5674,5213,6826,5211,5470,8206,13599,6379,3109,5503}"
303377,6671fa2c-bebe-4849-8131-8c53b18d9108,433,"{20055,6379,5213,5492,5211,5203,8118,11392,5503,30756,5487}"
303377,d5251d01-165a-4edd-8ed2-f4e6d1ce60ca,442,"{6722,3991,6634,6788,7104,6863,6901,5466,17620,6630,11550}"
303377,45198b66-421e-4790-b864-4627f33df7eb,442,"{6722,3991,6634,6788,17620,6863,6901,5466,3666,6611,11550}"
303377,81542f48-018b-4953-bf49-ea96f48d2dd3,41212,"{20055,6379,5213,5492,17304,5203,8118,5470,8206,5503,5487}"
303400,5c4966d5-1e26-455d-b85b-8fe05686e777,442,"{6898,6797,6891,6746,6596,6748,3437,6589,6583,6401,6297}"
303400,fa323f55-2b2c-4c2e-84e2-21efe0d60dca,352,"{20055,6379,5213,5492,30756,5211,5203,8118,11392,5503,5487}"
303421,58310656-5008-4320-be81-2bc3f00b45da,442,"{6571,6618,6615,23263,6935,26387,6659,6632,3513,6732,3265}"
303421,e938206f-27dd-4e99-af66-a39076ad1ed4,433,"{6590,6379,32480,6826,5211,5203,8206,24841,5503,30756,5246}"
303421,cfa1328b-a3be-4bec-b717-9aa1f2ee25f9,4141,"{6571,6618,30419,23263,6935,6632,26387,6565,6659,24049,3265}"
303421,53b957bd-2f71-4eb4-99e4-2f88e397f6c8,433,"{6590,6374,32480,8206,5211,5203,6379,24841,5503,30756,5246}"
303430,66e0ed7f-044a-492a-a8b7-cb86ba92c14a,433,"{20055,6374,5213,6826,17304,5203,6379,11392,5503,5487,5246}"
303430,2e8f61e9-14d8-44fd-8d90-1239545f4482,4231,"{6755,6710,7030,6892,24729,3141,3497,16335,11386,20063,6766}"
303430,cb9f83ef-1ca2-4d43-951a-1af7b4127cce,433,"{20055,6374,5213,6826,17304,5203,8118,11392,5477,30756,5487}"
303451,253f30f7-009b-4115-ad79-c2cad59244d4,433,"{20055,6379,5213,6826,17304,5203,5470,8118,5503,5487,5246}"
303451,a683273f-fdc3-4d25-9243-b33fa50d2dfb,442,"{24083,24576,24084,24086,24089,31090,24087,24072,24088,23986,8654}"
303451,f7ba142f-5e88-4b1b-857c-fd127d98ae5f,442,"{24083,24576,24084,24086,24089,31090,24088,24087,23986,8654,11671}"
303470,63db0f97-d340-4fd3-bafa-e62f341cc0af,4141,"{3509,5721,5485,5201,5552,5539,6773,4926,5574,18395,19677}"
303470,35e4c279-bc39-4adc-9bf0-664b5f7a9b8e,442,"{20055,6374,5213,5492,5211,11392,5203,8206,8118,5503,5487}"
303470,da26ad05-7a0d-4248-9437-8a5c237a8409,433,"{20055,6374,5213,5492,5211,5203,11392,8118,4447,5487,5503}"
303473,7b301987-e8f1-42c7-80c0-ffe8f2e8eafb,433,"{20055,6379,11532,5213,6374,8118,8206,11392,5503,5477,5246}"
303473,c8ab6406-f4b1-4882-86ee-d2a7076055eb,433,"{11541,6821,3366,6825,18620,16003,5504,12021,4345,6724,20033}"
303473,59edca6d-1025-4bec-93a1-a802e905ee3b,433,"{20055,6379,11532,5213,6374,5203,8206,8118,5503,5477,5246}"
303473,17a94d4e-6be7-46e8-bdc9-65c1d6e744c6,442,"{20055,6379,5203,5213,6374,5503,5470,8118,5246,5477,32480}"
303479,f77e84dd-7ccd-447b-aec1-860f702644b3,433,"{20055,6374,5213,6826,5211,5203,5470,8118,5487,4447,5503}"
303479,844e050e-d680-4d7b-9732-8989badd8a33,4231,"{32185,6670,6713,22128,3498,24236,3042,6582,8252,22321,8819}"
303479,186b7ca1-6131-40ec-b27b-e0077f0d2679,433,"{20055,6374,5213,6826,5211,5203,8206,8118,4447,30756,5503}"
303479,3a81fec3-363d-4fda-9f6e-83df5969a6cc,451,"{20055,6374,5213,6826,17304,5203,30756,8206,8118,5211,5503}"
303487,c1da157c-dac5-4cd6-8dd6-ca8e9e5eda9f,433,"{20055,6374,5213,5492,17304,6379,8118,11392,5503,30756,5487}"
303487,ede1f6c5-68f2-4856-a4fd-a861421a37ea,352,"{6795,16555,11388,24730,6805,6776,11389,6798,4558,5217,5516}"
303487,fc69953c-bada-4a0b-8c5b-c62a2fcda6ea,433,"{20055,6379,5213,5492,17304,5203,8118,11392,5503,30756,5487}"
303487,5116d4c6-bb0a-4cd4-8f86-7aed32ff79c5,433,"{20055,6379,5213,5492,17304,5203,8118,11392,5477,5487,5503}"
303487,43254c3b-230e-4273-bb50-2641dbdbba88,433,"{20055,6379,5213,5492,17304,5203,8118,11392,5503,5477,5246}"
303493,0015881a-f9bd-4561-9f81-1c49bc396be1,433,"{20055,6374,5213,6826,5211,5203,11392,8206,5503,5487,5246}"
303493,4b9ac8f4-c13e-49ad-b38a-721495d9e633,4231,"{11748,6649,6397,6877,6789,11746,6667,6392,30225,6387,6393}"
303504,9684e340-dd29-47a8-b93b-4014236b3093,442,"{23344,11676,6682,6592,23948,6796,11669,6688,6782,6668,21147}"
303504,7f287319-1b3f-4857-a2a1-8e08fae7067b,433,"{20055,6379,5213,6826,6374,8118,8206,11392,5503,5487,5246}"
303504,08ae18b0-a612-47a8-ac5d-eaa620d223b5,433,"{20055,6379,5213,6826,6374,8118,8206,11392,5487,25006,5503}"
303504,7cefe4c9-a96e-462f-8798-2a7c5dba9e72,433,"{20055,6379,5213,6826,6374,5203,8118,11392,5487,25006,5503}"
303504,b4e70288-e2cf-4045-a30c-a962c2437c38,442,"{23344,11676,6682,6592,23948,6796,11669,6680,6688,6668,21147}"
303504,93b01426-9486-45fd-8dee-f5023d028680,4231,"{20055,6379,5213,6826,6374,8118,5203,25006,5503,30756,5487}"
303504,b2e91b28-2750-4961-acaf-8989085505bb,442,"{23344,11676,6682,6592,23948,6796,11669,6809,17303,6680,21147}"
303516,eca6a030-6ca1-40f8-a7cc-abcb0306e5f8,352,"{6795,16555,11388,24273,22029,41116,12555,6799,6609,5217,5194}"
303516,bc7df3de-6219-4c49-8208-9e7cfb820ad2,433,"{20055,6374,5213,5492,5211,5470,8206,24841,5503,30756,5246}"
303516,cf7e7256-4b7c-441d-8b29-4c5783a333c7,352,"{6795,16555,11388,24273,22029,41116,6310,6998,6609,5217,6724}"
